fn	sample_name	id	idz	group	title	author	year	l	num_lines
corpus/NotSonnets/Z200649414.txt	NotSonnets	english-ed2/ep2178/Z200649414	Z200649414	1775-1799	[Says my father, says he, one day to I] BALLAD.  IN CASTLES IN THE AIR.	Dibdin, Charles, 1745-1814	1814	Thou know'st by false friends we are undone,	61
corpus/NotSonnets/Z200290934.txt	NotSonnets	english/brydgess/Z200290934	Z200290934	1775-1799	MODERN ARISTOCRACY,  OR THE BARD'S RECEPTION.	Brydges, Egerton, Sir, 1762-1837	1816	And rank and genius, in this thing of earth,	450
corpus/NotSonnets/Z200474518.txt	NotSonnets	english/roberts1/Z200474518	Z200474518	1775-1799	The last Speech and Dying Words of Willy, a Pet&hyphen;Lamb, who was executed by the Hands of a common Butcher, for gnawing, tearing, and murdering one of Miss &lblank; lac'd Ruffles.	Robertson, James, fl. 1768-1788	[1805]	“For one poor witless fault my life resign?	60
corpus/NotSonnets/Z200325514.txt	NotSonnets	english/croxalls/Z200325514	Z200325514	1775-1799	Heathen Priestcraft.  FROM THE First Book of Ovid's Fastorum.	Croxall, Samuel, d. 1752	1714	The Gods claim'd Worship from their Creature Man.	139
corpus/NotSonnets/Z200344347.txt	NotSonnets	english/dyergeor/Z200344347	Z200344347	1775-1799	ODE XXVIII. THE MUSICIANS; TWO AMIABLE YOUNG WOMEN PLAYING SUCCESSIVELY ON THE HARPSICHORD.	Dyer, George, 1755-1841	1801	And warble soft o'er bed of gold,	30
corpus/NotSonnets/Z300493857.txt	NotSonnets	english/sothebyw/Z300493857	Z300493857	1775-1799	ON  THE RUINED PALACE OF  RIENZI.	Sotheby, William, 1757-1833	1799	Sad emblem of thy master's mind,	30
corpus/NotSonnets/Z200373463.txt	NotSonnets	english/fergusso/Z200373463	Z200373463	1775-1799	To the Principal and Professors of the University of St Andrews, on their superb treat to Dr Samuel Johnson.	Fergusson, Robert, 1750-1774	1954–1956	Nor wa'&hyphen;flow'rs of a yellow dye,	98
corpus/NotSonnets/Z300323724.txt	NotSonnets	english/crabbege/Z300323724	Z300323724	1775-1799	[“Like some poor bark on the rough ocean tost]	Crabbe, George, 1754-1832	1905	“Like some poor bark on the rough ocean tost,	18
corpus/NotSonnets/Z200467435.txt	NotSonnets	english/pyehenry/Z200467435	Z200467435	1775-1799	ODE TO LIBERTY.	Pye, Henry James, 1745-1813	1801	Where has thy vagrant fancy stray'd?	70
corpus/NotSonnets/Z300285683.txt	NotSonnets	english/bowleswi/Z300285683	Z300285683	1775-1799	TO LADY VALLETORT,  ON HEARING HER SING “GLORIA IN EXCELSIS,” WITH THREE OTHER YOUNG LADIES, AT LACOCK ABBEY, OCTOBER 1831.	Bowles, William Lisle, 1762-1850	[1806]	Whose silent cloisters Ella sleeps in death,	18
corpus/NotSonnets/Z200588350.txt	NotSonnets	african-american/wheatley/Z200588350	Z200588350	1775-1799	FAREWELL TO AMERICA.	Wheatley, Phillis, 1753-1784	1989	ADIEU New England's smiling Meads;	60
corpus/NotSonnets/Z200480944.txt	NotSonnets	english/sayersfr/Z200480944	Z200480944	1775-1799	ADDRESS TO A GOTHIC CHAIR,  IN THE PRIORY OF BRACONDALE LODGE, NORFOLK.	Sayers, F. (Frank), 1763-1817	1830	Thy massy limbs, thy broad and towering back,	60
corpus/NotSonnets/Z300467526.txt	NotSonnets	english/pyehenry/Z300467526	Z300467526	1775-1799	THE TENTH OLYMPIC ODE.	Pye, Henry James, 1745-1813	1801	The meed I promis'd to bestow,	140
corpus/NotSonnets/Z300285496.txt	NotSonnets	english/bowleswi/Z300285496	Z300285496	1775-1799	BATTLE OF CORRUNA.	Bowles, William Lisle, 1762-1850	[1806]	The gallant soldier lies, nor aught avail,	36
corpus/NotSonnets/Z200493604.txt	NotSonnets	english/sothebyw/Z200493604	Z200493604	1775-1799	THE BATTLE OF THE NILE.	Sotheby, William, 1757-1833	1799	Calm o'er the evening tide Etesian gales	477
corpus/NotSonnets/Z300462929.txt	NotSonnets	english/polwhele/Z300462929	Z300462929	1775-1799	IDYLLIUM the FIRST. The EPITAPH on ADONIS.	Polwhele, Richard, 1760-1838 (trans.) / Bion, of Phlossa near Smyrna, fl. ca. 100 BC (orig.)	1781	Rise, hapless Queen, thy purple Robes forego—	114
corpus/Sonnets/Z300416764.txt	Sonnets	english/lloydcha/Z300416764	Z300416764	1800-1824	SONNET XLIII.  Inserted in a Novel, written by the Author, printed, but not published, called “Isabel.”	Lloyd, Charles, 1775-1839	1798	More frequent dawns while tears of anguish roll,	14
corpus/Sonnets/Z300391837.txt	Sonnets	english/hemansfe/Z300391837	Z300391837	1800-1824	XI.—THE SISTERS OF BETHANY AFTER THE	Hemans, Felicia Dorothea Browne, 1793-1835	1812	DEATH OF LAZARUS.	15
corpus/Sonnets/Z300340993.txt	Sonnets	english/doubleda/Z300340993	Z300340993	1800-1824	I.	Doubleday, Thomas, 1790-1870	1829	That last, kind refuge from o'erwhelming woes;	14
corpus/Sonnets/Z400543245.txt	Sonnets	english/wordswwi/Z400543245	Z400543245	1800-1824	XIII.  [And is it among rude untutored Dales]	Wordsworth, William, 1770-1850	1849–1850	There, and there only, that the heart is true?	14
corpus/Sonnets/Z200415886.txt	Sonnets	english/leydenjo/Z200415886	Z200415886	1800-1824	SONNET.  WRITTEN AT WOODHOUSELEE IN 1802.	Leyden, John, 1775-1811	1802	Thy lone voice talking to the night I hear,	14
corpus/Sonnets/Z200260251.txt	Sonnets	english/anderso2/Z200260251	Z200260251	1800-1824	SONNET VI. TO A YOUNG LADY, WITH SOME SONGS IN MANUSCRIPT.	Anderson, R. (Robert), 1770-1833	1834	By Genius borrow'd from th'inspiring Muse;	14
corpus/Sonnets/Z300391832.txt	Sonnets	english/hemansfe/Z300391832	Z300391832	1800-1824	VI.—THE REPLY OF THE SHUNAMITE WOMAN.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	Not for the sunny clusters of the vine,	14
corpus/Sonnets/Z400319251.txt	Sonnets	english/conderjo/Z400319251	Z400319251	1800-1824	SONNET I.	Conder, Josiah, 1789-1855	1837	Its seat oracular, the one proceeds,	14
corpus/Sonnets/Z200441938.txt	Sonnets	english/mitfordj/Z200441938	Z200441938	1800-1824	SONNET.  [There was a time, when England, fresh and strong]	Mitford, John, 1781-1859	1811	And like a tree, forth to the summer air	14
corpus/Sonnets/Z300442140.txt	Sonnets	english/mitfordm/Z300442140	Z300442140	1800-1824	IX.  TO MR. HAYDON,  ON A STUDY FROM NATURE.	Mitford, Mary Russell, 1787-1855	1811	“Tears in the eyes and on the lips a sigh!”	14
corpus/Sonnets/Z300346365.txt	Sonnets	english/elliotte/Z300346365	Z300346365	1800-1824	SONNET.  [Some famous authors trade in mental sleep]	Elliott, Ebenezer, 1781-1849	1823	Lulling grown babies with a printed beebee:	14
corpus/Sonnets/Z200273650.txt	Sonnets	english/bartonbe/Z200273650	Z200273650	1800-1824	SONNET.	Barton, Bernard, 1784-1849	1831	“Blessings be with them, and eternal praise,	20
corpus/Sonnets/Z300391899.txt	Sonnets	english/hemansfe/Z300391899	Z300391899	1800-1824	VIII.—HOPE OF FUTURE COMMUNION WITH NATURE.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	Converse with nature in her chambers deep,	14
corpus/Sonnets/Z300341044.txt	Sonnets	english/doubleda/Z300341044	Z300341044	1800-1824	LII.	Doubleday, Thomas, 1790-1870	1829	Or moralize on conquerors and kings,	14
corpus/Sonnets/Z300494062.txt	Sonnets	english/southeyr/Z300494062	Z300494062	1800-1824	X.  [Thou lingerest, Spring! still wintry is the scene]	Southey, Robert, 1774-1843	1845	The fields their dead and sapless russet wear;	14
corpus/Sonnets/Z300273810.txt	Sonnets	english/bartonbe/Z300273810	Z300273810	1800-1824	SONNET.	Barton, Bernard, 1784-1849	1831	The brightest age the world has ever known;	14
corpus/Sonnets/Z300317104.txt	Sonnets	english/colersam/Z300317104	Z300317104	1800-1824	SONNET  ON RECEIVING A LETTER INFORMING ME OF THE BIRTH OF A SON	Coleridge, Samuel Taylor, 1772-1834	1912	Weigh'd down my spirit: I retired and knelt	14
corpus/Sonnets/Z300494042.txt	Sonnets	english/southeyr/Z300494042	Z300494042	1800-1824	SONNET V.  [Did then the Negro rear at last the sword]	Southey, Robert, 1774-1843	1845	Of vengeance? Did he plunge its thirsty blade	14
corpus/Sonnets/Z300391866.txt	Sonnets	english/hemansfe/Z300391866	Z300391866	1800-1824	XVI.—LOUISE SCHEPLER.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	Wert thou, Louise! the sun's decaying light,	14
corpus/Sonnets/Z500428591.txt	Sonnets	english/merival1/Z500428591	Z500428591	1800-1824	SONNET I.	Merivale, John Herman, 1779-1844	1844	Has taunted me with change—a charge untrue.	14
corpus/Sonnets/Z200495535.txt	Sonnets	english/southeyr/Z200495535	Z200495535	1800-1824	SONNET.  [That gooseberry&hyphen;bush attracts my wandering eyes]	Southey, Robert, 1774-1843	1845	Whose vivid leaves, so beautifully green,	14
corpus/Sonnets/Z300442141.txt	Sonnets	english/mitfordm/Z300442141	Z300442141	1800-1824	X.  ENGLEFIELD HOUSE:  THE SEAT OF R. BENYON DE BEAUVOIR, ESQ. NEAR READING.	Mitford, Mary Russell, 1787-1855	1811	There is a pride, as of an elder day	14
corpus/Sonnets/Z400543570.txt	Sonnets	english/wordswwi/Z400543570	Z400543570	1800-1824	XXX. FORMS OF PRAYER AT SEA.	Wordsworth, William, 1770-1850	1849–1850	Gives holier invitation than the deck	14
corpus/Sonnets/Z300391210.txt	Sonnets	english/hemansfe/Z300391210	Z300391210	1800-1824	SONNET TO A DYING EXOTIC	Hemans, Felicia Dorothea Browne, 1793-1835	1812	That withered all thy blossoms fair and gay;	14
corpus/Sonnets/Z300543721.txt	Sonnets	english/wordswwi/Z300543721	Z300543721	1800-1824	VIII.  [Fit retribution, by the moral code]	Wordsworth, William, 1770-1850	1849–1850	Determined, lies beyond the State's embrace,	14
corpus/Sonnets/Z300416710.txt	Sonnets	english/lloydcha/Z300416710	Z300416710	1800-1824	SONNET II.  [Oh, I have told thee every secret care!]	Lloyd, Charles, 1775-1839	1798	And crept to thee when pale with sickliness!	14
corpus/Sonnets/Z300341019.txt	Sonnets	english/doubleda/Z300341019	Z300341019	1800-1824	XXVII.	Doubleday, Thomas, 1790-1870	1829	Thy mild blue eyes, to earth serenely bent,—	14
corpus/Sonnets/Z300425152.txt	Sonnets	english/mantrich/Z300425152	Z300425152	1800-1824	XLI. PREACHING UN&hyphen;EVANGELICAL.	Mant, Richard, 1776-1848	1835	By God's mere will excluded, save a few,	14
corpus/Sonnets/Z300442153.txt	Sonnets	english/mitfordm/Z300442153	Z300442153	1800-1824	XXII.  WRITTEN OCTOBER, 1825.	Mitford, Mary Russell, 1787-1855	1811	Within my little garden is a flower,	14
corpus/Sonnets/Z300391895.txt	Sonnets	english/hemansfe/Z300391895	Z300391895	1800-1824	IV.—ON A SCENE IN THE DARGLE.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	O thou pure stream through rocky portals flowing!	14
corpus/Sonnets/Z200260259.txt	Sonnets	english/anderso2/Z200260259	Z200260259	1800-1824	SONNET XIV. TO ELIZA.	Anderson, R. (Robert), 1770-1833	1834	And banished I am if but from thee.	15
corpus/Sonnets/Z300543723.txt	Sonnets	english/wordswwi/Z300543723	Z300543723	1800-1824	X.  [Our bodily life, some plead, that life the shrine]	Wordsworth, William, 1770-1850	1849–1850	Of an immortal spirit, is a gift	14
corpus/Sonnets/Z300542908.txt	Sonnets	english/wordswwi/Z300542908	Z300542908	1800-1824	XXXIII. THE WIDOW ON WINDERMERE SIDE.	Wordsworth, William, 1770-1850	1849–1850	Honour ascends among the humblest poor,	42
corpus/Sonnets/Z300341015.txt	Sonnets	english/doubleda/Z300341015	Z300341015	1800-1824	XXIII.	Doubleday, Thomas, 1790-1870	1829	His bosom; that, although his years be few,	14
corpus/Sonnets/Z400543489.txt	Sonnets	english/wordswwi/Z400543489	Z400543489	1800-1824	XXXVII. PAPAL ABUSES.	Wordsworth, William, 1770-1850	1849–1850	The gross materials of this world present	14
corpus/Sonnets/Z400543120.txt	Sonnets	english/wordswwi/Z400543120	Z400543120	1800-1824	XXXIV. MALHAM COVE.	Wordsworth, William, 1770-1850	1849–1850	When giants scooped from out the rocky ground,	14
corpus/Sonnets/Z300416750.txt	Sonnets	english/lloydcha/Z300416750	Z300416750	1800-1824	SONNET XXIX.  Description of a Spring Hail&hyphen;storm in a mountainous Country.	Lloyd, Charles, 1775-1839	1798	Chills the first breath of spring's salubrious gale,	14
corpus/Sonnets/Z300285796.txt	Sonnets	english/bowrings/Z300285796	Z300285796	1800-1824	SONNET.  [From time to time there is a warning voice]	Bowring, John, Sir, 1792-1872	1851	Which, in the various shapes of grief and pain	14
corpus/Sonnets/Z300416730.txt	Sonnets	english/lloydcha/Z300416730	Z300416730	1800-1824	SONNET IX.  On seeing the Moon rise, among Clouds swiftly driven by the Wind, from behind a Hill across Ulswater.	Lloyd, Charles, 1775-1839	1798	And lake and sky with hollow murmur moan;	14
corpus/Sonnets/Z200416822.txt	Sonnets	english/lloydcha/Z200416822	Z200416822	1800-1824	SONNET IV. Written at Church&hyphen;Hop, Isle of Portland.	Lloyd, Charles, 1775-1839	1798	The conscious castle, proud in ruin, frowns,	14
corpus/Sonnets/Z200499033.txt	Sonnets	english/strongch/Z200499033	Z200499033	1800-1824	IV.	Strong, Charles, 1785-1864	1862	From green Devonia's vales I came—to die;	14
corpus/Sonnets/Z200273986.txt	Sonnets	english/bartonbe/Z200273986	Z200273986	1800-1824	SONNET  ON THE BLINDNESS OF MILTON.	Barton, Bernard, 1784-1849	1831	To duty consecrate, would e'er repine?	14
corpus/Sonnets/Z400543264.txt	Sonnets	english/wordswwi/Z400543264	Z400543264	1800-1824	XXXII.  [The power of Armies is a visible thing]	Wordsworth, William, 1770-1850	1849–1850	Formal, and circumscribed in time and space;	14
corpus/Sonnets/Z300443697.txt	Sonnets	english/montgoja/Z300443697	Z300443697	1800-1824	SONNET.  FROM THE ITALIAN OF EUSTACHIO MANFREDI.  FOR A NUN, ON TAKING THE VEIL.	Montgomery, James, 1771-1854	1819	To seize the unguarded shepherd by surprise,	14
corpus/Sonnets/Z300341033.txt	Sonnets	english/doubleda/Z300341033	Z300341033	1800-1824	XLI.	Doubleday, Thomas, 1790-1870	1829	Thy silvery orb how have I loved to see,	14
corpus/Sonnets/Z300543394.txt	Sonnets	english/wordswwi/Z300543394	Z300543394	1800-1824	XVI. AMERICAN TRADITION.	Wordsworth, William, 1770-1850	1849–1850	Or plague the fancy 'mid the sculptured shows	14
corpus/Sonnets/Z200416849.txt	Sonnets	english/lloydcha/Z200416849	Z200416849	1800-1824	SONNET, Written 1st of May, 1795.	Lloyd, Charles, 1775-1839	1795	Once more the salutary zephyrs play,	14
corpus/Sonnets/Z400543238.txt	Sonnets	english/wordswwi/Z400543238	Z400543238	1800-1824	VI.  [Go back to antique ages, if thine eyes]	Wordsworth, William, 1770-1850	1849–1850	The genuine mien and character would trace	14
corpus/Sonnets/Z200425102.txt	Sonnets	english/mantrich/Z200425102	Z200425102	1800-1824	THE CHANGED BODY RECOGNISED.	Mant, Richard, 1776-1848	1835	And shall I e'er again thy features trace,	14
corpus/Sonnets/Z300416746.txt	Sonnets	english/lloydcha/Z300416746	Z300416746	1800-1824	SONNET XXV.  TO MY MOTHER.	Lloyd, Charles, 1775-1839	1798	Oh, sad condition of life's treacherous way,	14
corpus/NotSonnets/Z300313871.txt	NotSonnets	english-ed2/clarejoh/Z300313871	Z300313871	1800-1824	ON SEEING TWO SWALLOWS LATE IN OCTOBER	Clare, John, 1793-1864	1993	Lone occupiers of a naked sky	28
corpus/NotSonnets/Z200198450.txt	NotSonnets	american/am1302/Z200198450	Z200198450	1800-1824	JOY IN BELIEVING.	Sigourney, L. H. (Lydia Howard), 1791-1865	1829	On earth's high places, he exacteth fear	27
corpus/NotSonnets/Z200646589.txt	NotSonnets	english-ed2/clarejoh/Z200646589	Z200646589	1800-1824	‘THE LASS WITH THE DELICATE AIR’	Clare, John, 1793-1864	1993	She drops her head at every passer&hyphen;by.	14
corpus/NotSonnets/Z200161388.txt	NotSonnets	american/am0474/Z200161388	Z200161388	1800-1824	TEMPERANCE CALL.	Pierpont, John, 1785-1866	1840	Come ye who love our cause,	28
corpus/NotSonnets/Z200273395.txt	NotSonnets	english/bartonbe/Z200273395	Z200273395	1800-1824	HOPE LEFT WHILE THE ROOT LIVES.	Barton, Bernard, 1784-1849	1831	Its sure interpretation? Are there not	24
corpus/NotSonnets/Z200403440.txt	NotSonnets	english/irelands/Z200403440	Z200403440	1800-1824	Ballad. Of the dolorous Death of the Lady Jane Gray.  In Two Parts.	Ireland, W. H. (William Henry), 1777-1835	1807	The fairest morn will have its cloud,	364
corpus/NotSonnets/Z300444949.txt	NotSonnets	english/mooretho/Z300444949	Z300444949	1800-1824	FORGET NOT THE FIELD.	Moore, Thomas, 1779-1852	1812	The truest, the last of the brave,	20
corpus/NotSonnets/Z200274013.txt	NotSonnets	english/bartonbe/Z200274013	Z200274013	1800-1824	TO  THE STAR  OF  THE LEGION OF HONOUR.  A PARODY.	Barton, Bernard, 1784-1849	1831	False glory round thy master's head;	42
corpus/NotSonnets/Z200345666.txt	NotSonnets	english/elliottc/Z200345666	Z200345666	1800-1824	THOUGHTS OF A DYING FRIEND.	Elliott, Charlotte, 1789-1871	1869	And the Bride are saying, “Come!”	24
corpus/NotSonnets/Z200260240.txt	NotSonnets	english/anderso2/Z200260240	Z200260240	1800-1824	EPISTLE IV. TO A YOUNG LADY.	Anderson, R. (Robert), 1770-1833	1834	Methinks I see the glist'ning tear	66
corpus/NotSonnets/Z200268897.txt	NotSonnets	english/barhamri/Z200268897	Z200268897	1800-1824	La Belle Ordamis.	Ingoldsby, Thomas, 1788-1845	1840	See where the road to distinction's before ye;	39
corpus/NotSonnets/Z200195044.txt	NotSonnets	american/am1255/Z200195044	Z200195044	1800-1824	SONG.	Brooks, Maria Gowen, 1794 or 5-1845	1820	I heard her meek and patient sigh,	24
corpus/NotSonnets/Z300346222.txt	NotSonnets	english/elliotte/Z300346222	Z300346222	1800-1824	FAMINE IN A SLAVE SHIP.	Elliott, Ebenezer, 1781-1849	1823	All hopeless, all dying, while waited the shark;	30
corpus/NotSonnets/Z400161221.txt	NotSonnets	american/am0474/Z400161221	Z400161221	1800-1824	VIII. MY FATHER, MOTHER, BROTHERS, SISTERS.	Pierpont, John, 1785-1866	1840	A daughter and a son	97
corpus/NotSonnets/Z200166829.txt	NotSonnets	american/am0598/Z200166829	Z200166829	1800-1824	WEEP NOT FOR HIM.	Goodrich, Samuel G. (Samuel Griswold), 1793-1860	1836	Weep not for him who hath laid his head,	20
corpus/NotSonnets/Z200285231.txt	NotSonnets	english/bowlesca/Z200285231	Z200285231	1800-1824	THE THREE FRIENDS.  STANZAS ACCOMPANYING A PICTURE.	Southey, Caroline Bowles, 1786-1854	1831	Of humble peace, obscure content, we led:	36
corpus/NotSonnets/Z200173799.txt	NotSonnets	american/am0800/Z200173799	Z200173799	1800-1824	A PATRIOTIC SONG.	Munford, Robert, d. 1784	1798	We'll fight for our country, our children and wives.	16
corpus/NotSonnets/Z200273359.txt	NotSonnets	english/bartonbe/Z200273359	Z200273359	1800-1824	CHASTISEMENT MERCIFUL.	Barton, Bernard, 1784-1849	1831	To feel and understand	18
corpus/NotSonnets/Z200476025.txt	NotSonnets	english/rodgeral/Z200476025	Z200476025	1800-1824	THE QUEEN'S ANTHEM.	Rodger, Alexander, 1784-1846	1827	With cloudless days serene;	35
corpus/NotSonnets/Z300260613.txt	NotSonnets	english/anderso2/Z300260613	Z300260613	1800-1824	A LESSON TO YOUTH.	Anderson, R. (Robert), 1770-1833	1834	And mirth leads on the rosy hours;	16
corpus/NotSonnets/Z200173112.txt	NotSonnets	american/am0780/Z200173112	Z200173112	1800-1824	TIME.	Gould, Hannah Flagg, 1789-1865	1851	Giving whate'er we fondly count as ours;	80
corpus/NotSonnets/Z300346289.txt	NotSonnets	english/elliotte/Z300346289	Z300346289	1800-1824	THE SUMMER&hyphen;HOUSE.	Elliott, Ebenezer, 1781-1849	1823	And sweep the wooden floor,	32
corpus/NotSonnets/Z300543655.txt	NotSonnets	english/wordswwi/Z300543655	Z300543655	1800-1824	I. EXPOSTULATION AND REPLY.	Wordsworth, William, 1770-1850	1849–1850	Thus for the length of half a day,	32
corpus/NotSonnets/Z200198045.txt	NotSonnets	american/am1302/Z200198045	Z200198045	1800-1824	THE BURMANS AND THEIR MISSIONARY.	Sigourney, L. H. (Lydia Howard), 1791-1865	1829	Of thousand footsteps from the distant bound	46
corpus/NotSonnets/Z200285950.txt	NotSonnets	english/bowrings/Z200285950	Z200285950	1800-1824	Pure Religion and Undefiled.	Bowring, John, Sir, 1792-1872	1851	In our God and Father's sight,	16
corpus/NotSonnets/Z300412869.txt	NotSonnets	english/landorwa/Z300412869	Z300412869	1800-1824	ON AGE.	Landor, Walter Savage, 1775-1864	1892	Pleasures! away; they please no more.	18
corpus/NotSonnets/Z200402434.txt	NotSonnets	english/huntjame/Z200402434	Z200402434	1800-1824	THE TRUMPETS OF DOOLKARNEIN.	Hunt, Leigh, 1784-1859	1803	The passes 'twixt the snow&hyphen;fed Caspian fountains,	70
corpus/NotSonnets/Z200476640.txt	NotSonnets	english/roscoew2/Z200476640	Z200476640	1800-1824	SONNET.  [O voyager of life! the stormy wave]	Roscoe, William Stanley, 1782-1843	1834	Hath o'er thee past with wild and furious sway,	14
corpus/NotSonnets/Z300636441.txt	NotSonnets	english-ed2/ep2325/Z300636441	Z300636441	1800-1824	LINES Presented with an Ice Plant to a Young Lady.	Hofland, Mrs. (Barbara), 1770-1844	1849	Who, like her boon, is bathed with many a tear,	14
corpus/NotSonnets/Z200403555.txt	NotSonnets	english/irelands/Z200403555	Z200403555	1800-1824	IMITATION OF THE STYLE OF  Butler.   FOLLY IS SUPPOSED TO ADDRESS HERSELF TO SOLDIERS AND SAILORS, WHOM SHE ENLISTS UNDER HER BANNER.	Ireland, W. H. (William Henry), 1777-1835	1807	All such as fight by sea or land;	127
corpus/NotSonnets/Z300391525.txt	NotSonnets	english/hemansfe/Z300391525	Z300391525	1800-1824	THE DEATH&hyphen;DAY OF KÖRNER.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	A song of pride!	36
corpus/NotSonnets/Z300294699.txt	NotSonnets	english/byrongeo/Z300294699	Z300294699	1800-1824	[E NIHILO NIHIL;  OR An Epigram Bewitched.]	Byron, George Gordon Byron, Baron, 1788-1824	1957	The list concludes John Murray's columns:	36
corpus/NotSonnets/Z400466396.txt	NotSonnets	english/procterb/Z400466396	Z400466396	1800-1824	AN INTERIOR.	Cornwall, Barry, 1787-1874	1857	What's hid within that ruby round;	35
corpus/NotSonnets/Z200170102.txt	NotSonnets	american/am0681/Z200170102	Z200170102	1800-1824	AN EPITHALAMIUM,  ON THE MARRIAGE OF A FRIEND.	Emmons, Richard, 1788-1834	1856	Hail to the holy rite divine,	20
corpus/NotSonnets/Z300466664.txt	NotSonnets	english/procterb/Z300466664	Z300466664	1800-1824	CLXXII.—PAST AND PRESENT.	Cornwall, Barry, 1787-1874	1857	I watched and wandered with the Sun:	35
corpus/NotSonnets/Z300313285.txt	NotSonnets	english/clarejoh/Z300313285	Z300313285	1800-1824	CAUPER GREEN	Clare, John, 1793-1864	1993	Now eves hours hot noons succeed	220
corpus/NotSonnets/Z300194273.txt	NotSonnets	american/am1247/Z300194273	Z300194273	1800-1824	PRINTERS' ODE.	Woodworth, Samuel, 1784-1842	1842	The dove&hyphen;eye of Mercy to earth was directed,	63
corpus/NotSonnets/Z300489132.txt	NotSonnets	english/smithhor/Z300489132	Z300489132	1800-1824	MORNING.	Smith, Horace, 1779-1849	1846	From falling down to worship thee? Behold,	14
corpus/NotSonnets/Z300391552.txt	NotSonnets	english/hemansfe/Z300391552	Z300391552	1800-1824	THE LADY OF PROVENCE.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	“Courage was cast about her like a dress	206
corpus/NotSonnets/Z300391212.txt	NotSonnets	english/hemansfe/Z300391212	Z300391212	1800-1824	SEA PIECE, BY MOONLIGHT.	Hemans, Felicia Dorothea Browne, 1793-1835	1812	O'er the ocean lightly play;	18
corpus/NotSonnets/Z300317190.txt	NotSonnets	english/colersam/Z300317190	Z300317190	1800-1824	KUBLA KHAN:  Or, A Vision in a Dream. A Fragment.	Coleridge, Samuel Taylor, 1772-1834	1912	Then all the charm	64
corpus/NotSonnets/Z300466532.txt	NotSonnets	english/procterb/Z300466532	Z300466532	1800-1824	L.—SONG.  [The rain is falling]	Cornwall, Barry, 1787-1874	1857	The wind is loud;	32
corpus/NotSonnets/Z300459452.txt	NotSonnets	english/peacockt/Z300459452	Z300459452	1800-1824	CANU Y MEDD.  THE MEAD SONG OF TALIESIN.	Peacock, Thomas Love, 1785-1866	1924–1934	The King of kings upholds the heaven,	32
corpus/NotSonnets/Z300629941.txt	NotSonnets	english-ed2/ep2196/Z300629941	Z300629941	1800-1824	Wandering Willie	Scott, Walter, Sir, 1771-1832	1841	And climb'd the tall vessel to sail you wide sea;	40
corpus/NotSonnets/Z200197368.txt	NotSonnets	american/am1275/Z200197368	Z200197368	1800-1824	LEARNING, LOVE, AND VICTORY.	Payne, John Howard, 1791-1852	1819	I could never say “Amen!”	19
corpus/NotSonnets/Z300523748.txt	NotSonnets	english/wattwill/Z300523748	Z300523748	1800-1824	An Address to Poverty.	Watt, William, 1793-1859	1860	I judge thee still my greatest foe:	18
corpus/NotSonnets/Z300312917.txt	NotSonnets	english/clarejoh/Z300312917	Z300312917	1800-1824	THE SETTING SUN	Clare, John, 1793-1864	1993	This scene how beautious to the musing mind	14
corpus/NotSonnets/Z200309475.txt	NotSonnets	english/castillo/Z200309475	Z200309475	1800-1824	TO A HORSE, DYING ALONE!	Castillo, John, 1792-1845	1843	Amongst the noblest of God's creatures, thou,	75
corpus/NotSonnets/Z400466414.txt	NotSonnets	english/procterb/Z400466414	Z400466414	1800-1824	TO A MYTH.	Cornwall, Barry, 1787-1874	1857	Arbiter 'tween black and white;	36
corpus/NotSonnets/Z200420040.txt	NotSonnets	english/lytehenr/Z200420040	Z200420040	1800-1824	Domestic Love	Lyte, Henry Francis, 1793-1847	1868	Where mind on mind and heart on heart repose	27
corpus/Sonnets/Z200513769.txt	Sonnets	english/tupperma/Z200513769	Z200513769	1825-1849	PINDAR.	Tupper, Martin Farquhar, 1810-1889	1851	Ye harp&hyphen;controlling hymns! triumphant praise,	14
corpus/Sonnets/Z200501025.txt	Sonnets	english/stuarthy/Z200501025	Z200501025	1825-1849	SONNET TO &lblank;.  [She reigns!—the Beautiful—the Young, the Bright]	Stuart-Wortley, Emmeline, Lady, 1806-1855	1843	And the old proud Ocean lifts up, in amaze,	14
corpus/Sonnets/Z200501184.txt	Sonnets	english/stuarthy/Z200501184	Z200501184	1825-1849	SONNET. A SUNSET HOUR AT THERAPIA.	Stuart-Wortley, Emmeline, Lady, 1806-1855	1843	Our fleet, fair caïque,—'twas the evening's hour—	14
corpus/Sonnets/Z300348657.txt	Sonnets	english/ellisonh/Z300348657	Z300348657	1825-1849	AN INVOCATION.	Ellison, Henry, 1811-1890	1839	O Muse belov'd, adorable! whom I	14
corpus/Sonnets/Z300348237.txt	Sonnets	english/ellisonh/Z300348237	Z300348237	1825-1849	TRADE VERSUS WAR.	Ellison, Henry, 1811-1890	1839	Fair Commerce, many&hyphen;breasted, and with lap	14
corpus/Sonnets/Z200514006.txt	Sonnets	english/tupperma/Z200514006	Z200514006	1825-1849	OUR PROTESTANTISM.	Tupper, Martin Farquhar, 1810-1889	1851	Apostates, not apostles! ye shall hear	14
